datetime,ghi,SZA,TOA,cams,lsasaf
2017-11-04 12:30:00,211.64266666666663,48.645770047374896,915.7292095628495,58.4548,286.6
2017-11-04 12:45:00,130.33266666666665,45.209661568117184,976.4377264191986,97.5664,277.80002
2017-11-04 13:00:00,108.39,41.776662336619125,1033.5853625690359,120.424,308.1
2017-11-04 13:15:00,108.93866666666666,38.350064319468366,1086.927403060903,135.7088,297.9
2017-11-04 13:30:00,122.74,34.93412134440286,1136.2354290881947,205.9168,304.1
2017-11-04 13:45:00,160.002,31.534593604359493,1181.2982961135567,291.7012,385.6
2017-11-04 14:00:00,120.378,28.159664563534804,1221.9230380222086,342.3268,443.9
2017-11-04 14:15:00,156.946,24.821560062520515,1257.9356934324744,392.5956,481.7
2017-11-04 14:30:00,218.02666666666667,21.53955994938217,1289.1820506251229,482.8272,567.0
2017-11-04 14:45:00,292.51733333333334,18.345920890079203,1315.528307901628,580.01,658.5
2017-11-04 15:00:00,331.11133333333333,15.29817072983371,1336.8616465435807,656.0408,712.9
2017-11-04 15:15:00,364.0066666666667,12.505464654505177,1353.0907139197618,623.8772,655.0
2017-11-04 15:30:00,410.0013333333334,10.181762250922839,1364.1460146721352,571.966,551.5
2017-11-04 15:45:00,285.40933333333334,8.712302874001217,1369.9802083056384,509.502,527.2
2017-11-04 16:00:00,179.65933333333334,8.55030393968817,1370.5683119074515,347.0712,403.6
2017-11-04 16:15:00,79.742,9.761149562182414,1365.9078071276633,326.9792,382.9
2017-11-04 16:30:00,80.90733333333333,11.933595060746642,1356.0186509632356,384.1596,425.2
2017-11-04 16:45:00,109.64,14.645036090489208,1340.9431902990748,407.8396,429.80002
2017-11-04 17:00:00,146.15533333333332,17.647787199240604,1320.7459805721714,293.94,382.30002
2017-11-04 17:15:00,85.02533333333334,20.81502251877178,1295.5135093353085,221.4576,362.4
2017-11-04 17:30:00,82.864,24.080671853795664,1265.3538259040818,233.9056,364.4
2017-11-04 17:45:00,98.92333333333332,27.408222919873456,1230.3960786731427,283.3136,370.4
2017-11-04 18:00:00,118.96066666666668,30.77615526582741,1190.7899620829446,289.7424,359.0
2017-11-04 18:15:00,106.90533333333332,34.17099549767429,1146.7050756051688,267.8172,355.80002
2017-11-04 18:30:00,89.07666666666667,37.58383024560513,1098.330197491748,226.9012,324.7
2017-11-04 18:45:00,72.81466666666667,41.00845428214638,1045.8724763974103,184.898,301.2
2017-11-04 19:00:00,78.03266666666667,44.440333518215134,989.5565443373371,150.118,296.30002
2017-11-04 19:15:00,68.682,47.87599547793306,929.6235547783892,104.1516,244.6
2017-11-04 19:30:00,53.062,51.312654690218345,866.3301499829379,73.2512,248.6
2017-11-04 19:45:00,47.59533333333333,54.747972504509,799.9473620272976,39.244,209.5
2017-11-04 20:00:00,34.152,58.17989647489244,730.7594522007649,34.6552,178.8
2017-11-04 20:15:00,38.766,61.606548099328265,659.0626937551389,31.4844,146.8
2017-11-04 20:30:00,30.458666666666662,65.02614044245021,585.1641032171699,28.4096,137.8
2017-11-04 20:45:00,29.254,68.43691427737274,509.3801256966601,24.3764,11.7
2017-11-04 21:00:00,44.28533333333333,71.83708545973394,432.0352798199197,20.6168,7.7000003
2017-11-04 21:15:00,11.355333333333334,75.22479863522464,353.46076809118955,16.9004,0.0
2017-11-04 21:30:00,12.344666666666663,78.59808379232223,273.993058632671,13.176,0.0
2017-11-05 10:30:00,15.100714285714286,75.87947484448334,338.2810670727553,22.1496,110.200005
2017-11-05 10:45:00,32.38066666666666,72.49803847320673,417.00733063089257,26.6096,148.5
2017-11-05 11:00:00,74.54866666666666,69.10335981654944,494.5809765106757,30.2864,173.8
2017-11-05 11:15:00,61.47533333333333,65.69730846920878,570.6698224511241,33.5636,199.90001
2017-11-05 11:30:00,128.71666666666667,62.28166606359999,644.9480443325488,55.316,250.1
2017-11-05 11:45:00,212.75266666666667,58.85817023030798,717.0975714054538,137.9752,323.0
2017-11-05 12:00:00,321.92,55.42856344503665,786.8094483183153,230.606,392.7
2017-11-05 12:15:00,360.05266666666665,51.99465103005472,853.7851581118309,270.2848,462.9
2017-11-05 12:30:00,282.4306666666667,48.55837457179853,917.7379005143671,298.9544,469.1
2017-11-05 12:45:00,283.424,45.12191042062192,978.3938200647518,380.2496,503.6
2017-11-05 13:00:00,367.3693333333333,41.68780885764441,1035.4931788034046,434.1792,556.60004
2017-11-05 13:15:00,448.27333333333337,38.25920008638762,1088.7914685101534,380.5464,545.10004
